stock_code,stock_name,sw_industry,year,label,ar_turnover,asset_turnover,cash_interest_coverage,current_asset_turnover,current_ratio,debt_to_asset,debt_to_equity,ebit,eps,fixed_asset_turnover,gross_margin,inventory_turnover,net_assets_growth,net_margin,net_profit_growth,ocf_per_share,operating_cash_flow,operating_income_ratio,operating_margin,quick_ratio,retained_earnings,revenue_growth,roa,roe,top10_holders_pct,total_assets,total_assets_growth,total_revenue,working_capital,audit_opinion_code,is_non_standard_audit
603628.SH,清源股份,光伏设备,2023,0,2.8572,0.8156,280.91777187346,1.4755,1.749,49.7324,0.9945,218698319.32,0.62,2.3739,22.5846,7.1134,13.114811296506,8.716,54.5597,0.1974,54050232.65,95.296,10.4246,1.3624,576182199.71,34.2958,9.2108,3.9728,59.2,2486775164.49,9.939,1936454309.7,565799777.24,0.0,0
300268.SZ,*ST佳沃,农产品加工,2021,1,12.4153,0.4122,96.668923443641,1.3605,0.6335,90.7209,16.2425,-98933008.24,-1.6572,3.0623,6.075,1.7788,-32.016904852246,-7.1717,59.525,1.7445,303886024.78,,-9.5882,0.135,-1424574814.46,1.5958,-0.887,105.3673,59.58,11300420797.67,2.6731,4597218164.16,-1929118231.17,0.0,0
603398.SH,*ST沐邦,光伏设备,2023,1,7.2782,0.4267,1017.8585312201,1.2984,0.4679,83.7729,5.1478,66921315.63,0.08,2.643,17.4156,3.6991,3.9307527138624,1.6007,112.3658,1.1379,389878457.81,7.023,1.8894,0.3333,-11053459.0,75.1547,1.7265,31.4082,57.43,4575288645.26,44.013,1654025846.74,-1649364155.27,0.0,0
600119.SH,*ST长投,物流,2021,0,3.8123,1.2177,860.94592690873,1.8971,1.4927,54.2932,2.0835,-130008067.56,-0.37,10.6996,9.2308,26.3205,-39.15943370907,-12.8249,-39.4136,0.2584,94378369.03,,-12.8059,1.3435,-676570605.86,120.3859,-14.3825,-13.0778,53.69,811014493.41,-18.6424,1100751029.41,187679560.2,0.0,0
002134.SZ,天津普林,元件,2023,0,2.88,0.5712,12801.674511786,1.3424,1.0571,51.3162,1.7078,27768852.13,0.11,2.9291,22.2089,5.1681,2.1017052042063,4.0629,64.5472,0.4143,101850766.34,105.1815,4.6849,0.8257,-80739226.97,11.2863,2.4545,2.2145,43.82,1502564487.67,97.6648,646266845.89,32824872.66,0.0,0
603488.SH,展鹏科技,专用设备,2023,0,2.8478,0.4173,,0.5868,4.6597,15.6395,0.1854,93680030.42,0.28,3.0576,23.6676,5.6189,4.6365399634206,16.2224,96.7927,0.2857,83408976.98,62.4207,18.7622,3.6123,397361094.0,0.8449,7.7667,3.8861,57.24,1220369867.13,2.3825,503365193.98,639344742.07,0.0,0
300173.SZ,ST福能,电池,2023,1,4.6432,0.3406,-43.054081583328,0.4462,1.0743,76.7986,3.7145,128596324.58,0.1,9.6033,26.7063,0.5734,5.9651311756139,5.0787,122.973,-0.0251,-18465379.73,21.8797,6.5086,0.393,-1277583697.21,6.1996,2.9232,37.9297,29.63,4356436949.26,-1.9223,1498139605.0,232657653.75,0.0,0
301518.SZ,长华化学,化学制品,2022,0,16.3153,3.1172,3560.7877627056,5.2749,2.4095,27.8211,0.3856,111418845.04,0.85,9.0714,6.8988,23.2343,21.977695908833,3.8672,2.0895,1.6,167964018.45,91.0076,4.6466,1.6661,355473069.94,-23.6445,15.0198,-4.2414,,698505462.18,-11.0315,2312350321.1,231559199.69,0.0,0
300163.SZ,先锋新材,化学制品,2022,1,2.9984,0.4572,8218.1070053952,0.8198,8.3194,7.8919,0.0856,-827694.59,-0.0036,1.3585,17.8976,1.4114,-0.22020441293661,-0.6157,50.7396,0.178,84348824.24,,-2.7882,3.9848,-11056562.88,-0.5197,-0.1242,0.2953,29.76,643741486.77,-6.5848,304664492.41,315351175.82,2.0,1
600238.SH,*ST椰岛,非白酒,2021,0,9.0798,0.6785,-1241.6679950713,1.2272,1.2743,58.7443,1.5148,-55405780.92,-0.13,4.2817,19.7614,2.4702,-10.814893305775,-7.8511,-347.4038,-0.4599,-206136984.82,,-8.1528,0.4099,-78598476.65,3.1589,-4.5107,-15.9269,40.87,1277038392.1,8.2607,833421330.33,152482435.47,0.0,0
301312.SZ,智立方,自动化设备,2022,0,2.8022,0.618,13738.37674634,0.69,12.07,8.1243,0.0886,124228894.47,3.34,9.4461,43.2069,3.0526,233.36691674705,22.9578,1.4842,2.2509,92156256.37,88.9444,24.8578,11.0395,263253579.06,-7.3515,15.1062,-25.2552,76.92,1221883478.69,188.9606,508195358.77,1041893590.6,0.0,0
603363.SH,傲农生物,饲料,2022,1,41.4911,1.2087,126.74184619236,4.609,0.4393,81.6084,6.0821,-777366193.02,-1.34,3.5783,4.3874,7.0318,92.224785115801,-5.6769,31.6372,0.7619,663636691.19,,-6.0676,0.1284,-1906455785.7,19.8184,-4.3476,20.5569,56.4,18660568970.85,9.1228,21613039521.91,-6529808618.65,0.0,0
002620.SZ,*ST瑞和,装修装饰Ⅱ,2023,1,1.6941,0.3502,45.312277769651,0.4627,1.142,87.4592,15.0528,-221244251.97,-0.99,2.7783,12.6162,15.943,-61.635171116232,-22.6247,-4003.3536,0.0708,26743871.71,,-17.7127,1.1125,-1376181270.49,-27.802,-4.9918,-88.9836,48.52,4067725163.63,-15.1968,1551943228.6,390330368.06,0.0,0
002762.SZ,*ST金比,服装家纺,2023,1,15.8924,0.2225,7158.5643430602,0.5263,6.2994,6.4982,0.0695,-22621426.13,-0.07,0.8494,54.1611,0.8564,-4.707523507255,-11.537,73.3471,0.0562,19911049.2,,-8.9381,4.3795,320389718.79,-16.7874,-2.465,6.7562,56.11,891791823.92,-5.4934,204174512.52,291403952.27,0.0,0
001367.SZ,海森药业,化学制药,2023,0,8.3426,0.417,237401.61472857,0.4894,14.9539,6.8322,0.0733,105410925.24,1.68,4.8875,41.0787,1.5511,166.36415909803,26.3345,-2.7156,1.1855,80615439.66,96.8291,30.6891,12.7143,417067865.2,-5.99,11.0584,-13.7399,76.04,1340950789.82,137.133,397453269.86,1099204542.97,0.0,0
301586.SZ,佳力奇,航空装备Ⅱ,2023,0,2.5193,0.4028,23707.146187008,0.7044,3.6727,24.9618,0.3327,111456936.0,1.65,1.3043,32.8035,2.8313,13.506207508952,22.1436,-31.7813,2.88,179488954.02,71.508,24.9434,3.0864,435415837.24,-21.7817,9.6973,-9.6674,,1121261279.72,-4.7727,462927098.76,466418721.81,0.0,0
300050.SZ,世纪鼎利,通信服务,2023,0,1.7,0.3888,294.02978252159,0.5754,2.0316,41.8932,0.7192,-214248627.83,-0.39,2.8347,19.3647,4.6242,-31.876039863938,-59.2724,42.8897,0.0219,11935372.28,,-45.3324,1.7476,-1824718502.32,-22.6106,-22.9991,7.1195,24.81,804358478.2,-24.0273,362172100.89,289675953.37,0.0,0
603517.SH,ST绝味,休闲食品,2023,1,49.2554,0.7954,2553.2237672398,2.512,1.3349,26.3764,0.3564,539501929.19,0.56,3.4843,24.7676,5.942,-0.23286109536644,4.3682,46.6344,0.665,419770219.59,116.4768,7.4532,0.7385,3591601069.18,9.6407,5.91,1.2998,52.74,9332191479.11,4.5606,7261326839.39,720095731.78,0.0,0
603365.SH,水星家纺,服装家纺,2021,0,15.1096,1.1727,8626.4673850328,1.5199,3.7553,24.1019,0.3176,463803180.59,1.46,8.8852,37.9534,2.8336,11.869931030863,10.1564,40.5534,1.7394,463842722.08,93.7485,12.0312,2.2407,1497819810.84,25.1923,14.316,3.6251,66.28,3474352717.78,15.6123,3799310683.43,1994738400.47,0.0,0
002867.SZ,周大生,饰品,2021,0,22.3858,1.3393,3113.5652349914,1.8281,4.7492,17.3726,0.2106,1568803672.95,1.12,398.1077,27.3118,2.5899,7.454519505049,13.3474,20.8523,0.1793,196519698.68,95.16,17.2418,2.1588,3551426046.3,80.0741,22.9494,1.8475,69.91,7016112160.77,5.4144,9155200043.25,4150359994.3,0.0,0
300472.SZ,*ST新元,专用设备,2023,1,0.3485,0.091,-447.9189173762,0.1782,0.9063,72.3803,2.4147,-236927078.79,-0.79,0.6605,15.3627,0.6988,-30.72407320558,-200.3103,-7.3022,-0.2413,-66427491.84,,-188.1294,0.6063,-879706809.95,-66.4066,-16.0504,-13.6827,31.8,1375481451.1,-12.7684,134328018.73,-72234442.28,0.0,0
688701.SH,卓锦股份,环境治理,2023,0,1.6188,0.4712,-864.58587496087,0.5056,1.5852,60.1848,1.5116,-121683540.83,-0.9,12.4624,10.8347,69.5819,-30.072997255858,-34.8544,-28.7758,-0.6041,-81123003.01,,-36.195,1.5631,-28830528.27,41.0879,-16.5325,-14.7954,69.22,705986061.16,-7.843,346832101.41,242696481.0,0.0,0
002689.SZ,ST远智,专用设备,2023,1,3.1895,0.6899,44177.098703,1.0179,2.0772,38.8166,0.6344,37599470.37,0.0297,4.7317,22.879,2.4937,2.1880355243316,2.3218,127.84,0.1022,106678005.33,9.769,3.0025,1.5027,36571678.32,35.164,1.942,12.0705,54.94,1901960418.79,-3.4656,1335750133.82,666329540.61,0.0,0
300427.SZ,红相股份,电网设备,2021,1,1.7489,0.3263,223.6072144897,0.6434,1.6416,57.5962,1.3652,-504948684.68,-1.765,1.5311,35.6744,2.194,-34.461710212912,-44.3086,-491.1288,0.64,231164732.47,,-43.9084,1.1821,246486686.28,13.7882,-11.9583,-41.7206,52.13,3815798908.96,-17.5733,1377998612.66,924429921.25,0.0,0
002868.SZ,*ST绿康,动物保健Ⅱ,2023,1,7.0823,0.3164,-503.33780619724,1.0303,0.5142,78.9258,3.7708,-203912672.23,-1.44,0.7621,-8.9599,3.7974,-30.955985563088,-43.9083,-81.9102,-1.2017,-186758862.03,,-46.5739,0.2443,-93497721.66,53.7076,-12.7252,-25.4867,72.78,1965009357.76,58.4861,507004856.86,-451924489.46,0.0,0
301316.SZ,慧博云通,IT服务Ⅱ,2022,0,3.5756,1.0931,1276.2622147216,1.5008,3.5904,24.0171,0.325,96527407.42,0.2437,79.8457,24.4363,251.5874,52.217936571514,7.7078,16.8006,0.1311,52431998.15,89.8325,8.1637,3.2503,269721771.7,28.9263,8.9122,-3.1551,80.28,1304941833.52,51.5187,1183887619.13,720323560.75,0.0,0
300275.SZ,梅安森,计算机设备,2023,0,1.2156,0.3383,725.72273950981,0.5963,2.0111,36.8502,0.5841,55687065.91,0.1488,2.5182,41.7349,1.8726,8.7161147572054,10.4177,19.5452,0.163,49263316.8,54.9154,11.6753,1.5533,230924918.36,14.7419,4.3668,0.5335,30.1,1337590929.48,10.2807,431354854.68,396510555.92,0.0,0
300002.SZ,神州泰岳,游戏Ⅱ,2022,0,7.0649,0.8686,15036.065594115,2.0508,2.9447,16.6397,0.2002,623623880.08,0.2774,15.4418,60.3929,11.9813,11.755203723347,11.0763,40.9271,0.5328,1044902543.8,89.0223,12.9529,2.7263,2387366468.06,11.3981,11.2711,2.5113,25.64,5817805060.7,10.8561,4806013816.09,1816609259.12,0.0,0
688501.SH,青达环保,环保设备Ⅱ,2022,0,1.7741,0.4915,551.08756565606,0.5839,1.6583,51.0694,1.0774,88742870.71,0.62,7.4966,33.7837,1.5493,5.4998638203929,9.2538,4.8162,0.6889,65217709.25,91.8151,10.4022,1.183,364257190.32,21.3779,5.7234,-1.3491,50.8,1687391628.86,19.3621,762155555.06,558949092.2,0.0,0
600152.SH,维科技术,电池,2023,0,4.1049,0.4968,3848.6676434262,0.9604,1.1877,44.8446,0.8079,-149830409.32,-0.23,1.5161,9.0407,3.827,-4.8653340772047,-8.9022,-14.6822,0.6816,360396489.79,,-9.9432,0.879,-230131152.51,-28.0835,-4.4518,-1.1108,43.57,3239322071.77,-7.2331,1672169340.72,245406353.74,0.0,0
003032.SZ,*ST传智,教育,2023,1,71.773,0.3025,-6.2166810105867,0.3915,4.9907,19.9798,0.2497,6067545.72,0.04,213.3929,50.454,,1.0059980206522,2.9244,-91.2606,-0.0013,-519670.45,176.572,-0.6805,4.6776,726451265.62,-33.4259,0.3434,-13.0118,56.22,1692667818.93,-8.0812,534468011.01,975257535.4,0.0,0
300010.SZ,ST豆神,教育,2021,1,2.6157,0.2775,44.596226010532,0.551,0.5451,98.4488,35.8178,-546328399.15,-0.6821,4.2142,28.7712,1.6642,-87.195535565377,-63.3562,76.9213,0.0631,54824157.12,,-55.474,0.3673,-3639001066.2,-19.0484,-13.5106,-12.9656,25.66,3548889941.2,-21.8054,1122117270.84,-1517388867.94,0.0,0
300220.SZ,金运激光,文娱用品,2021,1,13.341,0.8187,-1680.0943648845,1.4619,0.9003,60.2096,1.5988,-67521112.19,-0.4222,4.2262,31.8853,2.089,-30.0337524971,-18.5441,-14.97,-0.4043,-61135782.65,,-20.0758,0.2651,-81638201.93,76.2658,-15.9338,-12.0846,51.53,394917459.85,-12.7455,346927354.78,-22094115.99,0.0,0
002862.SZ,实丰文化,文娱用品,2021,0,4.6545,0.5432,-79.284774079157,0.8553,2.8061,23.382,0.3052,4803500.7,-0.01,2.1887,16.0769,2.8431,-2.5751722424628,-0.2662,97.6269,-0.04,-4863763.03,-27229.6852,-3.0107,1.8377,137792995.1,45.5424,0.714,7.289,61.24,669835548.64,-0.8553,365391137.59,281181863.82,0.0,0
600750.SH,华润江中,中药Ⅱ,2022,0,12.1499,0.6228,23198.527839653,0.9427,2.4263,28.0009,0.4493,723044648.74,0.94,3.6355,64.8442,3.5253,-2.4857187954495,16.9012,17.871,1.6138,1015989416.27,85.0847,19.5751,2.1392,2880534900.66,32.6261,11.8132,2.2667,51.72,6243659088.84,4.1026,3811641510.59,2364406059.26,0.0,0
000488.SZ,ST晨鸣,造纸,2023,1,9.27,0.3249,230.03359265313,0.8684,0.5739,73.4575,3.498,-2410537.26,-0.45,0.7945,8.1293,4.1503,-12.53573364836,-4.9858,-776.892,1.4847,4389949308.82,,-6.365,0.3526,9232191911.52,-16.8596,-0.0029,-8.1544,45.4,79487052953.58,-5.7104,26608570228.2,-21211857076.26,0.0,0
300166.SZ,东方国信,IT服务Ⅱ,2022,0,1.5752,0.274,1012.7376138766,0.5339,3.3415,18.9379,0.2351,-393714232.97,-0.31,4.8673,31.0698,1.9704,-5.2623482015129,-16.0083,-219.5963,0.28,327572401.55,,-18.41,2.4199,2523829212.34,-7.3258,-4.7139,-10.1742,32.54,8072470610.52,-6.4824,2288725591.27,2929266704.0,0.0,0
000608.SZ,*ST阳光,房地产开发,2023,1,22.3835,0.0666,144.96881119188,2.9642,0.1802,32.6887,0.5834,-201505061.63,-0.3131,6.7033,61.7709,20.7131,-8.3038823447797,-75.8164,38.8294,0.0945,70888741.56,,-80.6924,0.1674,1010017776.71,-17.4391,-4.3908,3.9594,43.94,4334996375.67,-10.4997,305519436.48,-538457590.67,0.0,0
300093.SZ,*ST金刚,光伏设备,2023,1,23.1972,0.2169,-126.8227285116,1.0243,0.1708,99.0098,108.8812,-322218449.83,-1.6748,0.4714,-17.1381,5.2397,6.5824123564493,-70.997,-34.3042,-0.5858,-126532709.18,,-70.8319,0.0689,-932825284.57,11.1953,-12.042,-1252.2363,34.17,2910689020.5,19.2463,580447459.69,-1487030357.54,0.0,0
688096.SH,京源环保,环境治理,2023,0,0.6443,0.2193,-288.7932019837,0.3095,2.1002,57.2182,1.3387,-7843262.22,-0.19,1.3808,34.1093,1.7599,-5.6699262473629,-7.3727,-155.533,-0.5857,-88550777.69,,-9.5568,1.5654,198870757.25,-22.9707,-0.4342,-9.8681,46.56,1897360449.57,10.6059,396157466.55,664451437.62,0.0,0
301318.SZ,维海德,计算机设备,2023,0,3.6568,0.2606,4053.8976534995,0.3134,14.4588,7.1971,0.0776,67724722.69,0.79,15.8261,44.3524,2.1759,3.9883964741805,16.8361,-35.4722,0.8743,91031172.18,42.2664,16.6241,13.2092,577781017.99,-19.2725,3.6156,-6.6114,74.94,1893882558.41,2.2435,488061087.79,1479367051.66,0.0,0
000929.SZ,*ST兰黄,非白酒,2023,1,48.7235,0.205,-1651.2288285861,0.3342,4.9632,14.4699,0.2758,-78006110.16,-0.2515,1.5245,15.163,1.6726,-8.5726056937615,-23.0251,-59.7604,-0.1858,-34512950.15,,-22.979,2.1861,216092631.68,-9.475,-6.6274,-3.1534,38.31,1117402497.63,-9.6433,241244111.79,623690141.2,0.0,0
600117.SH,西宁特钢,特钢Ⅱ,2021,1,18.6429,0.6269,227.72552122062,1.7,0.5478,88.1953,58.1406,-2025286857.79,-1.1,1.2396,8.3921,4.7576,-79.699727465897,-21.8077,-2042.2793,1.3456,1406273574.86,,-21.1322,0.2732,-2994307025.92,21.3745,-10.3828,-137.0279,65.81,18524963007.83,-9.5779,12229101621.92,-6232218681.97,0.0,0
300434.SZ,金石亚药,化学制药,2023,0,13.9885,0.3925,22499.952712891,0.9186,2.2815,21.8406,0.2822,165597682.01,0.31,2.1181,61.3864,2.1441,5.5491192463686,9.9828,-42.3184,0.3762,151142883.35,106.0246,14.7155,1.6447,211399703.9,-2.6882,5.3754,-4.6414,55.95,3101438665.01,1.3571,1209199438.06,770415791.73,0.0,0
603843.SH,*ST正平,基础建设,2023,1,1.4621,0.2228,-199.72007705415,0.3746,0.7711,84.2726,7.1253,-440531872.63,-0.76,3.0637,1.6452,34.3001,-38.044500610304,-28.9932,-148.8633,-0.4242,-296792997.6,,-30.4936,0.733,-106784613.08,-14.2498,-5.1497,-29.374,40.7873,8227893085.72,-7.3553,1905697448.75,-1384725296.74,0.0,0
002469.SZ,三维化学,专业工程,2022,0,8.2306,0.7893,60924.770848916,1.0633,4.606,18.8331,0.2428,297976727.3,0.42,5.8476,19.567,13.1936,4.6401466767699,10.6682,-27.4763,0.7869,510612435.8,92.3821,12.1385,3.6461,1289134292.02,-0.8213,9.0122,-5.4685,28.79,3345865973.81,2.4178,2609853646.06,1877935944.49,0.0,0
301069.SZ,凯盛新材,化学原料,2022,0,14.3549,0.6538,,1.2313,3.0901,14.8416,0.1748,261602717.85,0.5575,3.1218,39.4348,13.0568,11.131882119828,23.2179,21.2763,0.0248,10444069.03,97.5186,26.6981,2.6427,569631213.05,14.8812,16.926,-1.2357,73.07,1668525610.49,17.2859,1010484930.0,503808064.14,0.0,0
002092.SZ,中泰化学,化学原料,2022,1,17.4821,0.6728,461.19335929298,2.1955,0.7036,58.9727,1.8384,2512515836.38,0.3014,1.4507,13.2928,14.3136,2.1421128800917,2.2435,-71.8156,2.0474,5325014405.71,76.4842,2.8683,0.5026,10551176861.42,-14.9646,3.2719,-9.4422,36.32,80465148021.68,10.0522,51662070248.48,-9983986450.76,0.0,0
600525.SH,ST长园,电网设备,2023,1,2.5945,0.5795,465.00731351556,1.0421,0.9785,62.6074,1.8521,353710208.38,0.07,10.1699,33.991,2.138,4.9763398713026,1.1303,-86.9953,0.7165,942037164.71,-50.412,2.4453,0.6398,1987307618.53,11.4694,2.4152,-14.5079,39.52,15515527163.12,12.6365,8486279396.79,-192050466.49,0.0,0
002826.SZ,易明医药,化学制药,2023,0,6.9569,0.6856,14162.188607054,1.253,2.8622,19.1523,0.2385,22032866.41,0.081,1.8685,51.1891,6.23,-0.037051936930653,2.3575,-65.138,0.8752,166880943.95,32.69,3.5238,2.5106,318281495.5,-22.1417,2.2645,-3.97,39.84,927743602.85,-8.8844,667038998.92,318590258.32,0.0,0
002933.SZ,新兴装备,航空装备Ⅱ,2022,0,1.2532,0.1091,365.40075873421,0.1342,6.1145,17.5187,0.2129,-74296257.63,-0.51,7.8233,31.6274,0.6878,-1.9755753464542,-31.738,-3035.9906,0.1357,15922461.75,,-36.1201,5.0848,702627070.16,-22.4683,-4.2475,-3.8568,55.44,1748064664.31,-0.1262,190765652.22,1173489104.86,0.0,0
300198.SZ,*ST纳川,装修建材,2023,1,1.0754,0.1405,146.25460303048,0.4672,0.6439,82.9198,4.7757,-485660439.53,-0.4972,1.6109,12.1956,6.1671,-54.189534588521,-134.8115,-21.6685,0.0938,96786615.29,,-118.7987,0.5699,-661979497.87,-21.858,-17.2345,-37.958,42.44,2497448528.25,-20.4242,396008274.24,-467021659.97,1.0,1
603879.SH,永悦科技,塑料,2022,1,2.181,0.5387,3646.5254322113,0.7205,9.1772,7.8985,0.087,-57843402.42,-0.1096,3.703,6.1822,10.0017,-4.8614830157607,-13.7779,-717.6553,0.0476,17239296.13,,-18.9505,7.8973,108383028.24,-25.2147,-10.5161,-8.9262,56.73,553408286.01,1.2304,296328398.41,335633653.77,0.0,0
600880.SH,博瑞传播,教育,2022,0,1.7919,0.1227,1862.4585791672,0.5103,1.9819,16.9991,0.2182,64577843.15,0.04,2.4135,44.4706,10.3198,0.66664760098758,11.2413,-48.7989,0.0786,85973307.32,71.0757,13.2858,1.886,1041215031.8,-29.6105,1.692,-1.3121,40.02,3862192062.31,2.4105,506956963.39,533703289.69,0.0,0
002307.SZ,北新路桥,基础建设,2022,0,5.0254,0.2407,43.359868416828,0.825,1.0003,89.1574,13.3336,996371102.99,0.04,19.7628,17.2606,6.2471,7.2399462961648,0.414,-18.4257,0.3034,384785606.33,86.4114,1.5438,0.7018,697497283.87,-5.3766,2.0576,-0.4756,50.01,51156013424.82,11.9569,11658068654.12,4180211.39,0.0,0
002775.SZ,文科股份,基础建设,2023,0,0.9184,0.188,-306.97763000315,0.3728,0.7532,93.92,17.743,-51115090.63,-0.25,35.8728,18.0442,2.685,76.750543108635,-16.0533,59.3978,-0.6594,-404043744.55,,-19.2238,0.651,-1616200401.43,11.7279,-0.9372,40.928,60.85,5896059466.22,17.6493,1025375482.83,-1006842611.51,0.0,0
300152.SZ,*ST动力,环境治理,2023,1,1.656,0.2522,-57.127969540978,0.4608,0.9508,58.9769,1.4381,-71559823.85,-0.1028,1.6531,17.1502,0.9701,-18.999983870434,-36.056,16.649,-0.0032,-2274040.8,,-34.6591,0.4171,-977772874.33,8.8331,-8.8772,-0.5737,20.75,783449426.25,-5.4682,203296317.02,-19619618.61,2.0,1
300055.SZ,万邦达,炼化及贸易,2023,0,5.2367,0.3813,-208.62980396288,1.1542,1.7465,24.0337,0.3374,-207948621.32,-0.2293,1.1177,5.9597,11.7095,3.0416630719794,-6.5903,-343.7409,-0.0486,-40661259.25,,-7.2183,1.2756,928685263.44,3.8202,-2.8104,-5.337,45.71,7205397263.82,-5.1087,2821496079.31,1087170032.5,0.0,0
603389.SH,*ST亚振,家居用品,2023,0,7.1021,0.2751,-442.37736084047,0.7626,1.0334,44.2256,0.7632,-111630458.02,-0.49,1.4744,34.7853,0.783,-25.538763264761,-66.5994,-44.6303,-0.1211,-31808486.67,,-59.5339,0.2573,-214269475.86,-16.3049,-15.4875,-13.06,70.59,649997807.25,-17.8835,198255380.71,6939691.01,0.0,0
002555.SZ,三七互娱,游戏Ⅱ,2022,0,12.1622,1.0406,7619.4316431861,1.6594,2.4385,27.9777,0.3926,3201340120.31,1.34,18.8355,81.4182,,13.090109755658,17.7358,2.7404,1.6039,3557168897.26,95.034,20.1687,2.1752,7425047178.56,1.1688,20.3055,-8.4721,51.75,17094617736.46,18.4069,16406034152.65,6245064129.27,0.0,0
300460.SZ,ST惠伦,元件,2023,1,3.2185,0.2217,-141.70618832344,0.6157,1.0822,52.047,1.0871,-169967706.11,-0.6,0.4194,-1.5478,1.3613,-16.854174122781,-42.3744,2.472,-0.1667,-46813167.65,,-49.5962,0.573,-155736943.06,19.5479,-9.4583,-2.7041,28.44,1721906206.72,-8.0243,398433193.73,45869449.67,0.0,0
002310.SZ,东方新能,基础建设,2022,1,0.4618,0.0793,-30.661248103235,0.1401,0.7675,85.1505,7.0779,-4791949656.93,-2.17,2.6898,-24.6659,9.5426,-54.239456870571,-178.2411,-402.1736,-0.1013,-271903170.46,,-163.0997,0.7344,565721994.45,-67.496,-11.1461,-64.2051,40.38,40772549705.46,-9.8189,3408578497.33,-6789776240.6,0.0,0
002253.SZ,*ST智胜,软件开发,2023,1,1.0362,0.1084,1136.3537567369,0.3227,2.8483,20.7181,0.2694,-208787305.98,-0.76,0.4685,4.2273,1.0249,-12.455732793167,-105.5242,-196.2888,0.2665,60130316.65,,-117.3068,1.8341,148383999.07,-26.9173,-12.5919,-9.1878,33.42,1565021802.17,-10.6305,179697781.88,346449230.32,0.0,0
300209.SZ,行云科技,软件开发,2021,1,2.8567,0.6069,-125.67367882531,0.8967,0.8331,68.7299,2.0351,-2704931553.22,-6.42,19.2256,7.2418,2.2091,-86.156953351434,-153.4001,-207.2982,-0.0736,-31071590.15,,-153.772,0.4736,-3187677683.61,-64.9067,-93.0574,-126.4659,41.31,1276219550.96,-71.8724,1763975805.34,-141341196.92,2.0,1
600079.SH,ST人福,化学制药,2023,1,3.1359,0.6791,555.49791147095,1.2557,1.4846,44.4856,0.945,3679199462.99,1.32,3.5396,45.8058,3.776,13.344467426975,11.4793,-14.0744,1.2052,1967249725.15,85.6697,14.0559,1.1427,9846777013.98,9.7907,10.1878,-4.446,46.02,36204297567.19,0.5032,24524740572.69,6409164483.55,0.0,0
300532.SZ,今天国际,IT服务Ⅱ,2022,0,3.8809,0.6474,4131.4958525479,0.7132,1.3436,69.7942,2.3106,284804227.59,0.84,11.7561,27.717,1.9343,22.101980228357,10.6906,181.4078,0.944,289855701.63,87.2165,11.7066,0.9022,644329041.24,50.9885,7.6413,11.0023,56.7,4668966340.67,67.6266,2412795727.47,1098450298.16,0.0,0
300013.SZ,新宁物流,物流,2022,1,3.0361,0.8119,248.6912215156,1.944,0.7785,94.1213,36.4487,28526486.35,-0.0036,5.8883,18.8329,199.7729,-9.5489712667164,-0.112,99.0866,0.1439,64257764.19,-2883.3269,-2.5726,0.7433,-1178902844.48,-24.3133,3.4762,150.527,24.37,759414278.52,-13.8836,666305640.1,-94342446.52,1.0,1
301288.SZ,*ST清研,环保设备Ⅱ,2023,1,1.0255,0.1504,-595.49381649064,0.1841,6.7423,11.7905,0.1336,15459550.45,0.19,3.6994,49.1723,5.2806,4.0558418819915,14.8004,71.9004,-0.02,-2015392.25,41.1508,15.8894,6.5105,115590594.88,27.2275,1.6422,0.4465,72.16,961322823.32,4.3249,141608580.21,643835942.57,0.0,0
002343.SZ,慈文传媒,影视院线,2023,0,2.4788,0.3191,1020.2258545355,0.3819,3.5189,21.2908,0.2791,34568548.15,0.0582,38.6108,7.854,0.6561,2.9430223459697,5.9338,-43.8885,0.0258,12275078.45,34.8604,6.7093,1.5094,-490738860.27,-1.1237,2.3921,-2.4763,36.45,1267676001.29,-21.8733,461189422.61,670762216.44,0.0,0
300600.SZ,国瑞科技,航海装备Ⅱ,2022,1,0.7085,0.2209,486.56753730835,0.3452,2.2803,28.6151,0.4032,3903579.87,-0.0016,0.9442,35.4124,1.2775,-0.12909562383845,-0.6297,99.8264,0.1229,36175037.6,,-0.7765,1.6621,247253904.76,24.6637,0.3143,26.9282,61.19,1210426992.42,-4.9462,274372119.02,442461530.08,1.0,1
000972.SZ,*ST中基,农产品加工,2023,0,9.5001,0.5619,-827.4457739029,0.8739,0.8451,82.8886,4.9848,129480296.04,0.14,1.6449,25.2814,1.0327,113.5484354412,18.9565,314.9403,-0.2363,-182233893.41,42.0391,15.3908,0.157,-1588393009.24,-2.2919,12.6357,40.7286,47.02,1224071923.98,48.3068,575779449.91,-143341833.65,0.0,0
603813.SH,*ST原尚,物流,2023,1,4.1779,0.3533,257.7788943766,1.6086,1.975,45.9797,0.8524,15151256.67,-0.08,1.2257,20.5051,1273.8229,-2.5957085417781,-1.8416,-121.0136,0.5491,58328571.04,,-1.0927,1.9336,172604946.32,-12.186,1.1738,-7.3558,71.29,1253110919.91,-5.6758,456097573.87,135508903.87,0.0,0
